Team,Today Opp,Today Situation,Tmrw Opp,Tmrw Situation
Oklahoma City,at TOR,,,
Toronto,OKC,,at DET,B2B
Utah,at CLE,3in4-B2B,,
Cleveland,UTA,,,
Brooklyn,at NYK,,BOS,3in4-B2B
New York,BKN,,,
Memphis,at ATL,3in4-B2B,,
Atlanta,MEM,,,
L.A. Clippers,at DEN,3in4-B2B,,
Denver,LAC,,,
Orlando,at GSW,,at PHO,B2B
Golden State,ORL,,,
