Team,Today Opp,Today Situation,Tmrw Opp,Tmrw Situation
Chicago,at WAS,3in4-B2B,,
Washington,CHI,,at BOS,3in4-B2B
Boston,at TOR,,WAS,B2B
Toronto,BOS,3in4,,
Atlanta,at BKN,,,
Brooklyn,ATL,,,
Charlotte,at HOU,,,
Houston,CHA,,at MIN,3in4-B2B
Milwaukee,at SAS,,,
San Antonio,MIL,,,
Cleveland,at UTA,,at POR,3in4-B2B
Utah,CLE,3in4,,
Portland,at LAL,,CLE,B2B
L.A. Lakers,POR,,,
Miami,at GSW,,,
Golden State,MIA,,,
Detroit,at SAC,,,
Sacramento,DET,,,
