Team,Today Opp,Today Situation,Tmrw Opp,Tmrw Situation
Milwaukee,at CHA,,at BOS,3in4-B2B
Charlotte,MIL,,at TOR,3in4-B2B
Minnesota,at IND,,,
Indiana,MIN,,at MEM,3in4-B2B
Phoenix,at ATL,,,
Atlanta,PHO,,at PHI,3in4-B2B
Miami,at DET,,at NYK,3in4-B2B
Detroit,MIA,B2B,,
Philadelphia,at BKN,,ATL,3in4-B2B
Brooklyn,PHI,,,
Golden State,at HOU,,at SAS,3in4-B2B
Houston,GSW,,,
Denver,at POR,,,
Portland,DEN,3in4,,
Washington,at LAL,,at LAC,B2B
L.A. Lakers,WAS,,,
