Team,Today Opp,Today Situation,Tmrw Opp,Tmrw Situation
Chicago,at MIN,,,
Minnesota,CHI,,,
San Antonio,at NYK,,at IND,3in4-B2B
New York,SAS,,,
Detroit,at TOR,,at MIL,3in4-B2B
Toronto,DET,,,
New Orleans,at SAC,,at PHO,3in4-B2B
Sacramento,NOP,,,
