Team,Today Opp,Today Situation,Tmrw Opp,Tmrw Situation
Atlanta,at CLE,B2B,,
Cleveland,ATL,3in4,,
Miami,at TOR,,at WAS,3in4-B2B
Toronto,MIA,3in4,,
Detroit,at HOU,,,
Houston,DET,,,
New York,at MEM,3in4-B2B,,
Memphis,NYK,3in4,,
San Antonio,at DAL,3in4,LAC,4in5-B2B
Dallas,SAS,3in4,,
New Orleans,at DEN,,at GSW,B2B
Denver,NOP,3in4,,
Minnesota,at UTA,3in4-B2B,,
Utah,MIN,,at POR,B2B
Oklahoma City,at PHO,3in4,,
Phoenix,OKC,,,
Sacramento,at LAL,,,
L.A. Lakers,SAC,,,
