Team,Today Opp,Today Situation,Tmrw Opp,Tmrw Situation
Portland,at OKC,3in4-B2B,,
Oklahoma City,POR,,,
L.A. Lakers,at DAL,,,
Dallas,LAL,,,
Washington,at PHO,,at DEN,3in4-B2B
Phoenix,WAS,,,
