Team,Today Opp,Today Situation,Tmrw Opp,Tmrw Situation
Atlanta,at WAS,,HOU,3in4-B2B
Washington,ATL,,at ORL,3in4-B2B
Miami,at TOR,,,
Toronto,MIA,,,
Charlotte,at BKN,,,
Brooklyn,CHA,,,
L.A. Clippers,at MEM,,at SAS,3in4-B2B
Memphis,LAC,3in4,,
Phoenix,at NOP,,,
New Orleans,PHO,3in4,,
New York,at CHI,3in4,,
Chicago,NYK,,at IND,3in4-B2B
Portland,at DAL,3in4,,
Dallas,POR,,,
San Antonio,at UTA,,LAC,B2B
Utah,SAS,3in4,,
Golden State,at LAL,3in4-B2B,,
L.A. Lakers,GSW,3in4,,
