Team,Today Opp,Today Situation,Tmrw Opp,Tmrw Situation
L.A. Lakers,at LAC,,MEM,3in4-B2B
L.A. Clippers,LAL,3in4,,
Atlanta,at CHI,,at BKN,B2B
Chicago,ATL,,at NOP,3in4-B2B
Orlando,at BKN,3in4-B2B,,
Brooklyn,ORL,,ATL,3in4-B2B
Sacramento,at MIN,3in4-B2B,,
Minnesota,SAC,,,
Phoenix,at POR,,HOU,3in4-B2B
Portland,PHO,,,
