Team,Today Opp,Today Situation,Tmrw Opp,Tmrw Situation
L.A. Clippers,at CHA,,,
Charlotte,LAC,,,
Milwaukee,at IND,3in4-B2B,,
Indiana,MIL,3in4-B2B,,
Denver,at CLE,3in4-B2B,,
Cleveland,DEN,3in4,,
Miami,at PHI,3in4-B2B,,
Philadelphia,MIA,3in4,,
Golden State,at OKC,3in4-B2B,,
Oklahoma City,GSW,,,
Orlando,at DAL,,,
Dallas,ORL,,,
Phoenix,at HOU,3in4-B2B,,
Houston,PHO,,,
Boston,at UTA,3in4,,
Utah,BOS,3in4,,
