Team,Today Opp,Today Situation,Tmrw Opp,Tmrw Situation
Toronto,at CHI,,CHA,3in4-B2B
Chicago,TOR,,,
Cleveland,at MIN,,IND,B2B
Minnesota,CLE,,at DEN,3in4-B2B
Sacramento,at LAL,,at GSW,3in4-B2B
L.A. Lakers,SAC,,at PHO,B2B
