Team,Today Opp,Today Situation,Tmrw Opp,Tmrw Situation
Brooklyn,at WAS,3in4-B2B,,
Washington,BKN,,at CLE,3in4-B2B
Cleveland,at CHA,,WAS,3in4-B2B
Charlotte,CLE,,,
Detroit,at ORL,3in4,,
Orlando,DET,,,
Denver,at IND,,,
Indiana,DEN,,,
Phoenix,at BOS,3in4-B2B,,
Boston,PHO,,,
Philadelphia,at CHI,,,
Chicago,PHI,3in4,,
Atlanta,at MIL,,,
Milwaukee,ATL,3in4,,
New Orleans,at HOU,,,
Houston,NOP,,,
Sacramento,at GSW,,,
Golden State,SAC,,,
Minnesota,at LAL,,at POR,B2B
L.A. Lakers,MIN,,,
