Team,Today Opp,Today Situation,Tmrw Opp,Tmrw Situation
L.A. Clippers,at WAS,,,
Washington,LAC,,at IND,3in4-B2B
Toronto,at ORL,,,
Orlando,TOR,,,
Boston,at MIA,,,
Miami,BOS,,,
Brooklyn,at PHI,,,
Philadelphia,BKN,,,
Utah,at MEM,,,
Memphis,UTA,,,
Sacramento,at DAL,,,
Dallas,SAC,,at DEN,3in4-B2B
New Orleans,at SAS,3in4,,
San Antonio,NOP,,,
