Team,Today Opp,Today Situation,Tmrw Opp,Tmrw Situation
Indiana,at NOP,3in4-B2B,,
New Orleans,IND,,at HOU,
Chicago,at MIL,,,
Milwaukee,CHI,,at CHI,
San Antonio,at PHO,B2B,,
Phoenix,SAS,,,
Portland,at DEN,3in4,,
Denver,POR,,,
New York,at GSW,,,
Golden State,NYK,,,
