Team,Today Opp,Today Situation,Tmrw Opp,Tmrw Situation
Phoenix,at WAS,3in4,,
Washington,PHO,,,
Miami,at PHI,,,
Philadelphia,MIA,,,
Golden State,at IND,3in4,,
Indiana,GSW,3in4-B2B,,
Memphis,at CHA,3in4,,
Charlotte,MEM,3in4,,
Houston,at DET,,,
Detroit,HOU,3in4,,
Boston,at MIN,3in4,,
Minnesota,BOS,,,
Orlando,at MIL,,,
Milwaukee,ORL,,,
Dallas,at SAS,3in4,,
San Antonio,DAL,,,
Toronto,at LAC,3in4-B2B,,
L.A. Clippers,TOR,3in4,,
