Team,Today Opp,Today Situation,Tmrw Opp,Tmrw Situation
Detroit,at CHA,,at BOS,B2B
Charlotte,DET,4in5-B2B,,
L.A. Clippers,at BKN,,,
Brooklyn,LAC,,,
Cleveland,at MIL,,,
Milwaukee,CLE,,,
L.A. Lakers,at NOP,,at CHI,3in4-B2B
New Orleans,LAL,,,
Orlando,at SAS,,,
San Antonio,ORL,,at DAL,B2B
Houston,at UTA,,,
Utah,HOU,B2B,,
