Team,Today Opp,Today Situation,Tmrw Opp,Tmrw Situation
Boston,at NYK,3in4,,
New York,BOS,,,
Golden State,at CLE,3in4,,
Cleveland,GSW,,at DET,3in4-B2B
Chicago,at SAS,,IND,3in4-B2B
San Antonio,CHI,3in4,,
Minnesota,at OKC,,ATL,3in4-B2B
Oklahoma City,MIN,,,
L.A. Clippers,at LAL,3in4,DEN,4in5-B2B
L.A. Lakers,LAC,3in4,,
