Team,Today Opp,Today Situation,Tmrw Opp,Tmrw Situation
Cleveland,at DET,,,
Detroit,CLE,3in4-B2B,,
L.A. Clippers,at MEM,3in4-B2B,,
Memphis,LAC,,,
San Antonio,at OKC,3in4-B2B,,
Oklahoma City,SAS,,,
Philadelphia,at POR,,,
Portland,PHI,3in4,,
L.A. Lakers,at PHO,,,
Phoenix,LAL,,,
