Team,Today Opp,Today Situation,Tmrw Opp,Tmrw Situation
Dallas,at BKN,,,
Brooklyn,DAL,3in4,,
Boston,at PHI,,WAS,3in4-B2B
Philadelphia,BOS,,at ORL,3in4-B2B
Phoenix,at DET,,,
Detroit,PHO,,,
Portland,at MIA,B2B,,
Miami,POR,,,
Minnesota,at NOP,,,
New Orleans,MIN,,,
Indiana,at TOR,,UTA,B2B
Toronto,IND,3in4,,
Sacramento,at SAS,B2B,,
San Antonio,SAC,B2B,,
Cleveland,at LAL,3in4-B2B,,
L.A. Lakers,CLE,,,
