Team,Today Opp,Today Situation,Tmrw Opp,Tmrw Situation
Memphis,at SAC,,,
Sacramento,MEM,,,
Cleveland,at CHA,,,
Charlotte,CLE,3in4,,
Milwaukee,at CHI,3in4-B2B,,
Chicago,MIL,3in4-B2B,,
Phoenix,at UTA,3in4,,
Utah,PHO,,,
L.A. Clippers,at OKC,3in4-B2B,,
Oklahoma City,LAC,,,
New York,at HOU,3in4-B2B,,
Houston,NYK,B2B,,
