Team,Today Opp,Today Situation,Tmrw Opp,Tmrw Situation
Utah,at HOU,,at DEN,3in4-B2B
Houston,UTA,3in4,,
Dallas,at ORL,3in4-B2B,,
Orlando,DAL,,,
Miami,at WAS,,,
Washington,MIA,3in4,,
Boston,at DET,3in4-B2B,,
Detroit,BOS,3in4-B2B,,
Charlotte,at NOP,B2B,,
New Orleans,CHA,3in4-B2B,,
Phoenix,at PHI,3in4-B2B,,
Philadelphia,PHO,3in4,,
Minnesota,at MEM,,,
Memphis,MIN,3in4-B2B,,
Golden State,at MIL,3in4-B2B,,
Milwaukee,GSW,3in4,,
Chicago,at LAC,,at LAL,3in4-B2B
L.A. Clippers,CHI,3in4-B2B,,
