Team,Today Opp,Today Situation,Tmrw Opp,Tmrw Situation
Milwaukee,at IND,,,
Indiana,MIL,,,
Chicago,at PHI,,,
Philadelphia,CHI,,,
Brooklyn,at ORL,,,
Orlando,BKN,,,
Washington,at NYK,,,
New York,WAS,,at MEM,3in4-B2B
Boston,at ATL,B2B,,
Atlanta,BOS,,at CLE,B2B
Minnesota,at POR,,at UTA,3in4-B2B
Portland,MIN,,,
