Team,Today Opp,Today Situation,Tmrw Opp,Tmrw Situation
New York,at IND,3in4-B2B,,
Indiana,NYK,,,
New Orleans,at BOS,,,
Boston,NOP,B2B,,
Utah,at MIN,,at MEM,3in4-B2B
Minnesota,UTA,B2B,,
Toronto,at CHI,,HOU,3in4-B2B
Chicago,TOR,,,
Denver,at OKC,,,
Oklahoma City,DEN,3in4,,
Atlanta,at DAL,3in4,,
Dallas,ATL,,,
Charlotte,at SAS,3in4,,
San Antonio,CHA,,,
Detroit,at POR,,,
Portland,DET,3in4,,
