Team,Today Opp,Today Situation,Tmrw Opp,Tmrw Situation
Houston,at MIA,,MIL,3in4-B2B
Miami,HOU,,,
Toronto,at BKN,,at PHI,3in4-B2B
Brooklyn,TOR,,,
Dallas,at CHI,,,
Chicago,DAL,3in4,,
Minnesota,at SAS,,,
San Antonio,MIN,,,
Denver,at LAL,B2B,,
L.A. Lakers,DEN,3in4,,
