Team,Today Opp,Today Situation,Tmrw Opp,Tmrw Situation
Sacramento,at CHA,3in4-B2B,,
Charlotte,SAC,3in4-B2B,,
Detroit,at MIA,,,
Miami,DET,3in4-B2B,,
Boston,at MIL,4in5-B2B,,
Milwaukee,BOS,3in4-B2B,,
L.A. Clippers,at GSW,,,
Golden State,LAC,,at POR,B2B
Brooklyn,at MIN,3in4-B2B,,
Minnesota,BKN,,,
Denver,at PHO,,,
Phoenix,DEN,,,
Memphis,at UTA,3in4-B2B,,
Utah,MEM,,,
