Team,Today Opp,Today Situation,Tmrw Opp,Tmrw Situation
New York,at ATL,,,
Atlanta,NYK,,,
Oklahoma City,at CLE,,,
Cleveland,OKC,,at DAL,3in4-B2B
Orlando,at TOR,,at MIN,3in4-B2B
Toronto,ORL,,,
Washington,at NOP,,,
New Orleans,WAS,,,
Houston,at IND,,,
Indiana,HOU,3in4,,
Philadelphia,at CHI,,,
Chicago,PHI,,,
Dallas,at SAS,,CLE,B2B
San Antonio,DAL,,,
Golden State,at POR,B2B,,
Portland,GSW,,,
