Team,Today Opp,Today Situation,Tmrw Opp,Tmrw Situation
Orlando,at TOR,,,
Toronto,ORL,,,
Detroit,at NYK,,MIA,B2B
New York,DET,,,
Cleveland,at SAS,3in4,,
San Antonio,CLE,,,
Oklahoma City,at DAL,B2B,,
Dallas,OKC,,,
Memphis,at SAC,B2B,,
Sacramento,MEM,3in4-B2B,,
New Orleans,at UTA,3in4-B2B,,
Utah,NOP,,,
