Team,Today Opp,Today Situation,Tmrw Opp,Tmrw Situation
Chicago,at WAS,,UTA,3in4-B2B
Washington,CHI,,at CHA,3in4-B2B
Dallas,at PHI,,,
Philadelphia,DAL,,,
Toronto,at DET,B2B,,
Detroit,TOR,3in4,,
Boston,at BKN,,,
Brooklyn,BOS,3in4-B2B,,
Minnesota,at MIA,,,
Miami,MIN,,,
Houston,at NOP,,at DEN,3in4-B2B
New Orleans,HOU,3in4,,
Orlando,at PHO,B2B,,
Phoenix,ORL,,,
Milwaukee,at LAL,,at GSW,3in4-B2B
L.A. Lakers,MIL,,,
