Team,Today Opp,Today Situation,Tmrw Opp,Tmrw Situation
Boston,at ORL,,,
Orlando,BOS,3in4-B2B,,
Detroit,at CHA,3in4-B2B,,
Charlotte,DET,,,
Denver,at BKN,,at WAS,3in4-B2B
Brooklyn,DEN,,,
Miami,at ATL,B2B,,
Atlanta,MIA,,,
Portland,at MIL,,at MEM,3in4-B2B
Milwaukee,POR,,,
Cleveland,at NYK,,,
New York,CLE,3in4-B2B,,
L.A. Lakers,at HOU,,,
Houston,LAL,,,
Sacramento,at DAL,,,
Dallas,SAC,,,
Indiana,at PHO,3in4,,
Phoenix,IND,B2B,,
Golden State,at LAC,,at UTA,3in4-B2B
L.A. Clippers,GSW,,,
