Team,Today Opp,Today Situation,Tmrw Opp,Tmrw Situation
New York,at PHI,,CHI,3in4-B2B
Philadelphia,NYK,,,
Houston,at MIN,3in4-B2B,,
Minnesota,HOU,,,
Memphis,at OKC,,,
Oklahoma City,MEM,,,
Washington,at BOS,3in4-B2B,,
Boston,WAS,B2B,,
Orlando,at LAC,,,
L.A. Clippers,ORL,,,
Cleveland,at POR,3in4-B2B,,
Portland,CLE,B2B,,
