Team,Today Opp,Today Situation,Tmrw Opp,Tmrw Situation
Golden State,at ORL,,at MIA,3in4-B2B
Orlando,GSW,,,
L.A. Lakers,at DAL,,,
Dallas,LAL,3in4,,
Phoenix,at TOR,3in4-B2B,,
Toronto,PHO,,,
Denver,at MIN,3in4-B2B,,
Minnesota,DEN,,,
