Team,Today Opp,Today Situation,Tmrw Opp,Tmrw Situation
Charlotte,at SAC,,at LAC,3in4-B2B
Sacramento,CHA,,,
Atlanta,at ORL,B2B,,
Orlando,ATL,,,
Philadelphia,at NYK,B2B,,
New York,PHI,,,
Indiana,at MIA,B2B,,
Miami,IND,B2B,,
Chicago,at CLE,B2B,,
Cleveland,CHI,,,
New Orleans,at DAL,,at OKC,3in4-B2B
Dallas,NOP,B2B,,
Minnesota,at HOU,B2B,,
Houston,MIN,,,
Brooklyn,at GSW,B2B,,
Golden State,BKN,,,
