Team,Today Opp,Today Situation,Tmrw Opp,Tmrw Situation
Detroit,at PHI,,,
Philadelphia,DET,3in4-B2B,,
Cleveland,at MIA,3in4-B2B,,
Miami,CLE,3in4-B2B,,
Toronto,at MIL,3in4-B2B,,
Milwaukee,TOR,3in4-B2B,,
L.A. Clippers,at CHI,3in4-B2B,,
Chicago,LAC,,,
Minnesota,at SAS,,,
San Antonio,MIN,3in4-B2B,,
Charlotte,at DEN,,,
Denver,CHA,,,
Memphis,at HOU,B2B,,
Houston,MEM,,,
Brooklyn,at POR,3in4-B2B,,
Portland,BKN,,,
