Team,Today Opp,Today Situation,Tmrw Opp,Tmrw Situation
Golden State,at CHI,3in4,,
Chicago,GSW,,,
Charlotte,at PHO,,,
Phoenix,CHA,,OKC,3in4-B2B
Oklahoma City,at POR,,at PHO,3in4-B2B
Portland,OKC,,,
