Team,Today Opp,Today Situation,Tmrw Opp,Tmrw Situation
Brooklyn,at CHA,,WAS,3in4-B2B
Charlotte,BKN,,,
Orlando,at HOU,,,
Houston,ORL,,,
Portland,at DAL,,,
Dallas,POR,B2B,,
