Team,Today Opp,Today Situation,Tmrw Opp,Tmrw Situation
Washington,at PHI,,,
Philadelphia,WAS,,at NYK,B2B
Memphis,at IND,,,
Indiana,MEM,,at MIA,B2B
Boston,at TOR,,,
Toronto,BOS,,,
Miami,at ATL,,IND,B2B
Atlanta,MIA,,at ORL,B2B
Dallas,at MIN,,NOP,B2B
Minnesota,DAL,,at HOU,B2B
Phoenix,at CHI,,,
Chicago,PHO,,at CLE,B2B
L.A. Lakers,at OKC,,,
Oklahoma City,LAL,,,
Utah,at MIL,,,
Milwaukee,UTA,,,
Brooklyn,at DEN,,at GSW,B2B
Denver,BKN,B2B,,
San Antonio,at LAC,,,
L.A. Clippers,SAS,B2B,,
