Team,Today Opp,Today Situation,Tmrw Opp,Tmrw Situation
New Orleans,at WAS,,,
Washington,NOP,,,
Orlando,at ATL,3in4-B2B,,
Atlanta,ORL,3in4,,
Detroit,at IND,3in4-B2B,,
Indiana,DET,3in4-B2B,,
Philadelphia,at MIA,3in4,,
Miami,PHI,,,
Cleveland,at NYK,,,
New York,CLE,,,
Memphis,at MIN,3in4-B2B,,
Minnesota,MEM,3in4-B2B,,
Denver,at SAS,4in5-B2B,,
San Antonio,DEN,,,
Milwaukee,at PHO,3in4-B2B,,
Phoenix,MIL,3in4-B2B,,
Charlotte,at UTA,,,
Utah,CHA,,,
Golden State,at SAC,3in4,,
Sacramento,GSW,B2B,,
