Team,Today Opp,Today Situation,Tmrw Opp,Tmrw Situation
Indiana,at PHI,,BOS,3in4-B2B
Philadelphia,IND,,at ATL,3in4-B2B
Utah,at ORL,,at MIA,3in4-B2B
Orlando,UTA,,,
Cleveland,at WAS,,,
Washington,CLE,,at CHI,3in4-B2B
Toronto,at CHA,,NYK,3in4-B2B
Charlotte,TOR,,,
New York,at BOS,,at TOR,3in4-B2B
Boston,NYK,,at IND,3in4-B2B
L.A. Clippers,at OKC,,at MIN,3in4-B2B
Oklahoma City,LAC,,,
Detroit,at SAS,,at DEN,3in4-B2B
San Antonio,DET,,at HOU,3in4-B2B
Sacramento,at POR,3in4-B2B,,
Portland,SAC,3in4,,
