Team,Today Opp,Today Situation,Tmrw Opp,Tmrw Situation
New York,at WAS,,at BKN,3in4-B2B
Washington,NYK,,,
New Orleans,at TOR,,at DET,3in4-B2B
Toronto,NOP,,at BOS,3in4-B2B
Sacramento,at HOU,,,
Houston,SAC,,,
Oklahoma City,at SAS,,CHI,3in4-B2B
San Antonio,OKC,,,
Charlotte,at POR,,at GSW,B2B
Portland,CHA,,,
Denver,at LAL,,MEM,B2B
L.A. Lakers,DEN,,,
