Team,Today Opp,Today Situation,Tmrw Opp,Tmrw Situation
Toronto,at CLE,,GSW,B2B
Cleveland,TOR,,at IND,3in4-B2B
Atlanta,at MIA,,MIL,B2B
Miami,ATL,3in4-B2B,,
Charlotte,at MIN,,,
Minnesota,CHA,3in4,,
Chicago,at POR,,,
Portland,CHI,,,
Brooklyn,at LAL,3in4-B2B,,
L.A. Lakers,BKN,3in4,,
