Team,Today Opp,Today Situation,Tmrw Opp,Tmrw Situation
Atlanta,at CLE,,CHI,B2B
Cleveland,ATL,,,
Minnesota,at BKN,,at ORL,B2B
Brooklyn,MIN,,at NYK,B2B
Denver,at MEM,3in4,,
Memphis,DEN,,,
Phoenix,at POR,,DET,3in4-B2B
Portland,PHO,,at LAC,3in4-B2B
New Orleans,at SAC,B2B,,
Sacramento,NOP,3in4,,
Dallas,at LAL,,at GSW,3in4-B2B
L.A. Lakers,DAL,,,
