Team,Today Opp,Today Situation,Tmrw Opp,Tmrw Situation
Indiana,at ATL,,at CHA,B2B
Atlanta,IND,,GSW,3in4-B2B
Golden State,at NYK,,at ATL,B2B
New York,GSW,,at ORL,3in4-B2B
Orlando,at WAS,,NYK,3in4-B2B
Washington,ORL,,,
Boston,at PHO,,at LAC,3in4-B2B
Phoenix,BOS,3in4,,
Utah,at SAC,,NOP,3in4-B2B
Sacramento,UTA,,at DEN,B2B
Oklahoma City,at DAL,3in4,,
Dallas,OKC,,,
New Orleans,at LAL,,at UTA,3in4-B2B
L.A. Lakers,NOP,,,
