Team,Today Opp,Today Situation,Tmrw Opp,Tmrw Situation
Indiana,at DEN,,,
Denver,IND,,,
New Orleans,at BKN,,,
Brooklyn,NOP,,at TOR,3in4-B2B
Chicago,at NYK,3in4,,
New York,CHI,3in4-B2B,,
L.A. Lakers,at SAS,,,
San Antonio,LAL,,,
Dallas,at PHO,,,
Phoenix,DAL,,,
Detroit,at GSW,,at UTA,3in4-B2B
Golden State,DET,,,
