Team,Today Opp,Today Situation,Tmrw Opp,Tmrw Situation
Orlando,at IND,3in4-B2B,,
Indiana,ORL,3in4,,
Dallas,at NYK,,,
New York,DAL,3in4,,
Oklahoma City,at DET,3in4-B2B,,
Detroit,OKC,3in4,,
Boston,at NOP,3in4,,
New Orleans,BOS,,,
Philadelphia,at HOU,3in4,,
Houston,PHI,,,
Miami,at SAS,,ATL,3in4-B2B
San Antonio,MIA,3in4,,
Memphis,at UTA,,,
Utah,MEM,3in4,,
Brooklyn,at LAC,,at LAL,3in4-B2B
L.A. Clippers,BKN,3in4,,
