Team,Today Opp,Today Situation,Tmrw Opp,Tmrw Situation
Indiana,at CHA,,,
Charlotte,IND,,,
Utah,at PHI,3in4-B2B,,
Philadelphia,UTA,,,
Houston,at WAS,,,
Washington,HOU,3in4,,
Miami,at OKC,,,
Oklahoma City,MIA,,,
Orlando,at CHI,,,
Chicago,ORL,3in4,,
Detroit,at LAC,,,
L.A. Clippers,DET,3in4,,
New Orleans,at GSW,,at SAC,B2B
Golden State,NOP,,,
