Team,Today Opp,Today Situation,Tmrw Opp,Tmrw Situation
Portland,at NYK,,at CLE,3in4-B2B
New York,POR,,,
New Orleans,at ATL,,MIN,B2B
Atlanta,NOP,,at IND,3in4-B2B
Chicago,at DEN,3in4,,
Denver,CHI,,at UTA,3in4-B2B
Oklahoma City,at LAL,,at SAC,3in4-B2B
L.A. Lakers,OKC,,at GSW,3in4-B2B
