Team,Today Opp,Today Situation,Tmrw Opp,Tmrw Situation
Portland,at CHA,,,
Charlotte,POR,,,
Toronto,at PHI,3in4-B2B,,
Philadelphia,TOR,,,
Memphis,at WAS,,,
Washington,MEM,,at NYK,3in4-B2B
New York,at BOS,3in4,WAS,4in5-B2B
Boston,NYK,,,
Milwaukee,at HOU,3in4,,
Houston,MIL,3in4-B2B,,
Orlando,at NOP,,,
New Orleans,ORL,,,
Atlanta,at DET,3in4,,
Detroit,ATL,,,
Indiana,at SAC,,,
Sacramento,IND,,,
Oklahoma City,at GSW,3in4,,
Golden State,OKC,,,
