Team,Today Opp,Today Situation,Tmrw Opp,Tmrw Situation
Chicago,at TOR,,DET,B2B
Toronto,CHI,,,
Phoenix,at MIA,,,
Miami,PHO,,,
Detroit,at BKN,,at CHI,3in4-B2B
Brooklyn,DET,,,
Memphis,at NOP,,,
New Orleans,MEM,,,
Golden State,at DAL,3in4-B2B,,
Dallas,GSW,,,
San Antonio,at MIN,3in4,,
Minnesota,SAS,,,
Milwaukee,at POR,,at SAC,B2B
Portland,MIL,3in4,,
L.A. Clippers,at LAL,3in4-B2B,,
L.A. Lakers,LAC,,,
