Team,Today Opp,Today Situation,Tmrw Opp,Tmrw Situation
Philadelphia,at BKN,,,
Brooklyn,PHI,3in4,,
Washington,at MIL,,,
Milwaukee,WAS,,,
Miami,at LAC,,,
L.A. Clippers,MIA,,,
Houston,at TOR,3in4,,
Toronto,HOU,3in4-B2B,,
Utah,at MEM,3in4-B2B,,
Memphis,UTA,,,
Cleveland,at PHO,,,
Phoenix,CLE,,,
Golden State,at SAC,,,
Sacramento,GSW,,,
Orlando,at LAL,,,
L.A. Lakers,ORL,3in4,,
