Team,Today Opp,Today Situation,Tmrw Opp,Tmrw Situation
Indiana,at WAS,,,
Washington,IND,,,
Charlotte,at ORL,,MIA,3in4-B2B
Orlando,CHA,,,
New York,at ATL,,,
Atlanta,NYK,,,
Milwaukee,at DET,,,
Detroit,MIL,,,
L.A. Clippers,at NOP,3in4,,
New Orleans,LAC,,,
Brooklyn,at CHI,,,
Chicago,BKN,3in4,,
Phoenix,at SAS,,TOR,3in4-B2B
San Antonio,PHO,,,
Minnesota,at DEN,3in4,,
Denver,MIN,,,
Sacramento,at POR,,,
Portland,SAC,,,
Toronto,at GSW,,at PHO,3in4-B2B
Golden State,TOR,,,
