Team,Today Opp,Today Situation,Tmrw Opp,Tmrw Situation
Atlanta,at ORL,,at NOP,B2B
Orlando,ATL,3in4,,
Oklahoma City,at CHA,,at HOU,3in4-B2B
Charlotte,OKC,,at DET,3in4-B2B
Milwaukee,at NYK,,,
New York,MIL,,,
Chicago,at CLE,,,
Cleveland,CHI,,,
Portland,at GSW,,LAL,B2B
Golden State,POR,,,
Miami,at SAC,3in4-B2B,,
Sacramento,MIA,B2B,,
Memphis,at LAC,B2B,,
L.A. Clippers,MEM,,,
