Team,Today Opp,Today Situation,Tmrw Opp,Tmrw Situation
Brooklyn,at IND,,CLE,B2B
Indiana,BKN,,,
Utah,at TOR,3in4,,
Toronto,UTA,,,
Charlotte,at DET,3in4-B2B,,
Detroit,CHA,,,
Oklahoma City,at HOU,3in4-B2B,,
Houston,OKC,,at ORL,B2B
Atlanta,at NOP,B2B,,
New Orleans,ATL,,,
Phoenix,at DAL,3in4,,
Dallas,PHO,,,
L.A. Lakers,at POR,,MIA,3in4-B2B
Portland,LAL,B2B,,
San Antonio,at DEN,,,
Denver,SAS,3in4,,
