Team,Today Opp,Today Situation,Tmrw Opp,Tmrw Situation
San Antonio,at TOR,3in4-B2B,,
Toronto,SAS,,at MEM,3in4-B2B
Chicago,at ORL,,ATL,B2B
Orlando,CHI,,,
L.A. Clippers,at PHI,3in4-B2B,,
Philadelphia,LAC,,at MIL,B2B
Boston,at WAS,,HOU,B2B
Washington,BOS,3in4-B2B,,
Utah,at DEN,4in5-B2B,,
Denver,UTA,3in4,,
Minnesota,at PHO,,,
Phoenix,MIN,3in4,,
