Team,Today Opp,Today Situation,Tmrw Opp,Tmrw Situation
Memphis,at BOS,B2B,,
Boston,MEM,,,
Oklahoma City,at MIA,,,
Miami,OKC,,,
Houston,at DAL,B2B,,
Dallas,HOU,B2B,,
Utah,at LAL,,,
L.A. Lakers,UTA,,,
