Team,Today Opp,Today Situation,Tmrw Opp,Tmrw Situation
Indiana,at MIN,,SAC,B2B
Minnesota,IND,,,
Dallas,at OKC,B2B,,
Oklahoma City,DAL,3in4-B2B,,
Phoenix,at DEN,,,
Denver,PHO,,,
L.A. Lakers,at UTA,B2B,,
Utah,LAL,3in4,,
