Team,Today Opp,Today Situation,Tmrw Opp,Tmrw Situation
Charlotte,at ORL,,,
Orlando,CHA,,,
Indiana,at BOS,3in4,,
Boston,IND,3in4,,
Philadelphia,at OKC,3in4,,
Oklahoma City,PHI,,,
Detroit,at CHI,3in4-B2B,,
Chicago,DET,B2B,,
Atlanta,at WAS,,,
Washington,ATL,,,
Cleveland,at DEN,,,
Denver,CLE,,,
Milwaukee,at SAC,B2B,,
Sacramento,MIL,,,
New York,at UTA,,at POR,3in4-B2B
Utah,NYK,,,
