Team,Today Opp,Today Situation,Tmrw Opp,Tmrw Situation
Atlanta,at NYK,,,
New York,ATL,,,
Portland,at BKN,3in4,,
Brooklyn,POR,,,
Indiana,at OKC,,GSW,3in4-B2B
Oklahoma City,IND,,,
Toronto,at SAC,,at LAC,3in4-B2B
Sacramento,TOR,,,
Utah,at DEN,3in4-B2B,,
Denver,UTA,,,
Chicago,at LAL,3in4-B2B,,
L.A. Lakers,CHI,,,
