Team,Today Opp,Today Situation,Tmrw Opp,Tmrw Situation
Minnesota,at WAS,,UTA,B2B
Washington,MIN,,,
Houston,at ORL,B2B,,
Orlando,HOU,,,
Philadelphia,at BOS,,,
Boston,PHI,,NOP,B2B
Cleveland,at BKN,,,
Brooklyn,CLE,B2B,,
New York,at MIL,,at IND,3in4-B2B
Milwaukee,NYK,,,
L.A. Clippers,at SAC,,,
Sacramento,LAC,3in4,,
Miami,at LAL,3in4,,
L.A. Lakers,MIA,3in4-B2B,,
Memphis,at GSW,3in4,,
Golden State,MEM,,,
