Team,Today Opp,Today Situation,Tmrw Opp,Tmrw Situation
Miami,at CHA,,at BOS,3in4-B2B
Charlotte,MIA,3in4-B2B,,
Boston,at CLE,,MIA,3in4-B2B
Cleveland,BOS,,,
Oklahoma City,at MEM,,,
Memphis,OKC,3in4,,
Toronto,at PHO,3in4-B2B,,
Phoenix,TOR,3in4-B2B,,
Philadelphia,at UTA,,at DEN,B2B
Utah,PHI,,,
Dallas,at LAL,3in4,at GSW,4in5-B2B
L.A. Lakers,DAL,,,
