Team,Today Opp,Today Situation,Tmrw Opp,Tmrw Situation
Dallas,at WAS,,,
Washington,DAL,,,
Charlotte,at IND,,,
Indiana,CHA,3in4-B2B,,
Utah,at DET,,at CLE,3in4-B2B
Detroit,UTA,B2B,,
New Orleans,at MIA,B2B,,
Miami,NOP,,,
Minnesota,at BOS,,,
Boston,MIN,,,
Portland,at SAS,4in5-B2B,,
San Antonio,POR,,,
L.A. Lakers,at HOU,3in4,,
Houston,LAL,,,
Memphis,at CHI,,at ATL,3in4-B2B
Chicago,MEM,3in4,,
Sacramento,at PHO,,,
Phoenix,SAC,,,
Milwaukee,at LAC,,,
L.A. Clippers,MIL,,at DEN,3in4-B2B
