Team,Today Opp,Today Situation,Tmrw Opp,Tmrw Situation
Miami,at BKN,,at PHI,3in4-B2B
Brooklyn,MIA,3in4,,
Denver,at NYK,,at CLE,3in4-B2B
New York,DEN,,,
San Antonio,at DET,,,
Detroit,SAS,,,
L.A. Lakers,at MIL,,,
Milwaukee,LAL,,at IND,3in4-B2B
Indiana,at WAS,,MIL,3in4-B2B
Washington,IND,,,
Golden State,at MEM,,at OKC,3in4-B2B
Memphis,GSW,,,
New Orleans,at MIN,,,
Minnesota,NOP,,,
Atlanta,at SAC,,,
Sacramento,ATL,,,
Chicago,at PHO,,,
Phoenix,CHI,,at HOU,3in4-B2B
