Team,Today Opp,Today Situation,Tmrw Opp,Tmrw Situation
Minnesota,at TOR,,DET,3in4-B2B
Toronto,MIN,,at BOS,B2B
Denver,at WAS,3in4-B2B,,
Washington,DEN,3in4,,
Portland,at MEM,3in4-B2B,,
Memphis,POR,3in4,,
Philadelphia,at NOP,3in4,,
New Orleans,PHI,,,
Golden State,at UTA,3in4-B2B,,
Utah,GSW,3in4,,
San Antonio,at CHI,3in4,,
Chicago,SAS,3in4,,
