Team,Today Opp,Today Situation,Tmrw Opp,Tmrw Situation
Charlotte,at CLE,,,
Cleveland,CHA,,,
L.A. Lakers,at MIN,3in4-B2B,,
Minnesota,LAL,B2B,,
Orlando,at OKC,,at IND,3in4-B2B
Oklahoma City,ORL,,at DET,3in4-B2B
Phoenix,at GSW,B2B,,
Golden State,PHO,,,
Denver,at POR,3in4-B2B,,
Portland,DEN,,,
