Team,Today Opp,Today Situation,Tmrw Opp,Tmrw Situation
Detroit,at CLE,,UTA,B2B
Cleveland,DET,3in4,,
Indiana,at NYK,,CHA,3in4-B2B
New York,IND,3in4,,
Oklahoma City,at BKN,,,
Brooklyn,OKC,,,
Portland,at NOP,3in4,at SAS,4in5-B2B
New Orleans,POR,,at MIA,B2B
Philadelphia,at GSW,3in4,,
Golden State,PHI,,,
