Team,Today Opp,Today Situation,Tmrw Opp,Tmrw Situation
Brooklyn,at ATL,3in4,,
Atlanta,BKN,,,
Phoenix,at CHA,3in4,,
Charlotte,PHO,,,
Sacramento,at LAC,,MEM,3in4-B2B
L.A. Clippers,SAC,3in4-B2B,,
Chicago,at MIL,,,
Milwaukee,CHI,,,
Oklahoma City,at HOU,,at DAL,B2B
Houston,OKC,,,
Miami,at BOS,,,
Boston,MIA,,,
Philadelphia,at IND,,,
Indiana,PHI,,,
Memphis,at GSW,,at SAC,B2B
Golden State,MEM,,,
New Orleans,at DEN,,at UTA,3in4-B2B
Denver,NOP,,,
Portland,at LAL,3in4-B2B,,
L.A. Lakers,POR,,,
